Kommune;Adresse;Bygningsnavn;Fredningsaar;Opfoerelsesaar;beskrivelse
Aarhus;Rådhuspladsen 2 og Park Alle 2;Århus Rådhus;1995;1938;"Århus Rådhus (1938-42 ved Arne Jacobsen og Erik Møller), Rådhuspladsen med ""Grisebrønden"" (bronzekopi af Mogens Bøggild's granitbrønd), Rådhushaven, Rådhusgården og Rådhusparken med ""Agnete og Havmanden"" (af Johannes Bjerg). Fredet 1995."
Aarhus;Skolegade 15-17;Skolegade 15-17;1924;1642;Forhuset med to sidehuse (1642) og hegnsmuren om gården. Fredet 1924.*
Aarhus;Skolegade 19;Skolegade 19;1919;1700;Forhuset (1700-tallet, kælderen middelalderlig). Fredet 1919.*
Aarhus;Skolegyde 1-3;Århus Katedralskole;1919;1808;Den gamle rektorbolig (1808). Fredet 1919. Den gamle skolebygning (1763 af Christian Mørup, ombygget i 1840'rne af Hans Wilhelm Schrøder og i 1905 af Hack Kampmann), den røde bygning (1903-05 af Hack Kampmann) samt de nye bygninger, henholdsvis mod Mejlgade og mod Skolebakken. Udvidet 1996.
Aarhus;Skovagervej 2;Psykiatrisk Hospital;1979;1849;Den oprindelige trefløjede hovedbygning med tværfløje/sidefløjene (1849-50 af Gottlieb Bindesbøll) samt de to fritliggende længer vest herfor (1849-50 af Gottlieb Bindesbøll og forlænget i 1860'erne af Ferdinand Meldahl). Fredet 1979. Udvidet 1997.*
Aarhus;Skovmøllevej 51 og 53;Moesgård Skovmølle;1959;1785;Vandmøllen (1785, øverste etage tilbygget 1852), de to stuehuse i nord og syd samt den østre bygning. Fredet 1959.*
Aarhus;Skovvejen 44-46;Klintegaarden;2012;1936;Klintegaarden, bestående af to husrækker mod henholdsvis Skovvejen og Århus Bugten (1936 og 1938 af ingeniør Ove Christensen), to ældre villaer (1896 og 1900, ombygget 1936, 1938 og senere) samt arealerne imellem bebyggelsen. Fredet 2012 *
Aarhus;Spanien 3-7;Århus Kommunale Svømmehal og Badeanstalt;1989;1930;Svømmehallen og badeanstalten (1930-31 af Frederik Draiby og Niels Christian Skjøth). Fredet 1989.
Aarhus;Storetorv 3;Den Grå Kannikegård;1954;;De hvælvede kældre. Fredet 1954.
Aarhus;Strandvejen 104;Villa Kampen;1983;1901;Villaen (1901-02 af Hack Kampmann) med haveanlæg og hegn af kampestensmur og stakit. Fredet 1983.*
Aarhus;Studsgade 29;Studsgade 29;1972;1842;Forhuset (1842-44). Fredet 1972.*
Aarhus;Studsgade 31;Studsgade 31;1972;1841;Forhus med sidehus (facaden 1841, resten fra beg. af 1700-tallet). Fredet 1972.*
Aarhus;Studsgade 33;Studsgade 33;1972;1847;Forhuset og baghuset (1847) samt fabriksbygningen (1893 for Århus Dampvæveri), skorstenen ved baghusets sydgavl samt alle pigstens- og brostensbelægninger på matr.nr. 981. Fredet 1972.* Udvidet 1996 og 2022.
Aarhus;Studsgade 35;Studsgade 35;1919;1700;Forhus med sidelænge (1700-tallet). Fredet 1919.*
Aarhus;Søskrænten 4;Jarlsminde;1997;1800;Hovedbygningen (ca. 1800, ombygget ca. 1820) og det kampestensbyggede udhus (ca. 1800). Fredet 1997.*
Aarhus;Tarskovvej 1-3;Tarskov Møllegård;1964;1800;Vandmøllen og den hermed sammenbyggede beboelse (ca. 1800), stuehuset og de vinkelret herpå liggende bindingsværksbygninger. Fredet 1964.*
Aarhus;Vester Allé 1;Vester Allés Kaserne;1979;1858;Ridehuset på hjørnet af Frederiks Allé og Vester Allé (1858-60 af oberst J.C.V. Steenstrup). Fredet 1979.
Aarhus;Vester Allé 12;Erhvervsarkivet;1988;1898;Biblioteksbygningen, forarealet med mure og indkørsel samt læsesalens nagelfaste inventar inkl. lysekronerne (1898-1901 af Hack Kampmann). Fredet 1988.
Aarhus;Vestergade 1;Vestergade 1;1919;1600;Forhus, sidehus og baghus (1600-tallet). Fredet 1919.*
Aarhus;Vestergade 29;Vestergade 29;1924;midten af 1700-tallet;Forhus mod Vestergade (beg. 1800-tallet formentlig af Peder Quist) og sidelænge mod Grønnegade (midten af 1700-tallet). Fredet 1924.
Aarhus;Vestergade 58;Vestergade 58;1950;;Forhuset, de to sidehuse og baghuset. Fredet 1950.*
Aarhus;Vesterport 8 B;Rådmand Halds Gård;1970;1700;Det firefløjede gårdanlæg og den fritliggende, enetages bygning i gården (1700-tallet). Fredet 1970.*
Aarhus;Vestre Skovvej 2;Det Norske Hus;1996;1888;Villaen (ca. 1888 af Martin Nyrop). Fredet 1996.*
Aarhus;Værkmestergade 7, 9 og 13;Centralværkstederne;1996;1883;"Boggierevisionsværkstedet (1883), Smedien (Grovsmedien) og Boggierengøringsværkstedet (""Sibirien"") (1862) eksklusiv mellembygninger og tilbygninger samt den venstre del af Drejerværkstedet (1862) afgrænset ved tværmuren i flugt med ""Sibiriens"" østfacade. Fredet 1996.*"
Aarhus;Østergårdsvej 223;Astrup Præstegård;1992;1770;Præstegården (ca. 1770, ombygget 1856 og 1894) og de rumskabende elementer i haven. Fredet 1992.
Assens;Alléen 5;Løgismose;1918;1500-tallet;"Hovedbygningen (nordøstre fløj beg. af 1500-tallet; nordvestre fløj 1575, ombygget 1631 og 1644; trappetårn og sydvestre fløj 1883). Fredet 1918.*"
Assens;Billeskovvej 9;Billeskov;1932;1796;Hovedbygningen (1796) med det i haven liggende voldsted (1577). Fredet 1932.
Assens;Brahesborgvej 29;Toftlund;1996;1852-55;Det fritliggende stuehus (1852-55, ombygget sidst i 1800-tallet), den fritliggende bindingsværksbygning (1700-tallet), den brostensbelagte gårdsplads og kastaniealléen ved indkørslen. Fredet 1996.* Delvis ophævet 2016
Assens;Brydegaardsvej 10;Brydegård;1992;1800;Stuehuset, stenhuset (ca. 1800), portbygningen og de to udhusbygninger (ca. 1890) samt smedien (ca. 1850). Fredet 1992.
Assens;Byvejen 11;Tjenergården;1991;1821;Det firelængede anlæg bestående af et fritliggende stuehus (1821), tre sammenbyggede stald- og ladebygninger og hesteomgangsbygningen på østlængen (1930) samt brolægningen på gårdspladsen. Fredet 1991.*
Assens;Damgade 1;Damgade 1;1954;1954;De to bindingsværkshuse mod Ladegårdsgade (tidl. Ladegårdsgade 2 og 4). Fredet 1954.*
Assens;Dreslettevej 5;Dreslettevej 5;1990;1795;Det firelængede gårdanlæg (1795, stuehuset forlænget 1847), tilbygningen på vestlængen (1910) og den brolagte gårdsplads. Fredet 1990.
Assens;Ege Allé 5;Kobbelhuset;1973;1973;Det tidligere porthus. Fredet 1973.*
Assens;Erholmvej 25;Erholm;1964;1851-54;Hovedbygningen og de to sammenbyggede fløje om gårdpladsen (1851-54 af J.D. Herholdt). Fredet 1964.*
Assens;Fåborgvej 108;Fåborgvej 108;1994;1780-90;Det trelængede bygningsanlæg (1780-90) i bindingsværk og stråtag bestående af det tifags fritliggende stuehus og de to symmetrisk beliggenge udlænger, begge i fem fag, den ene med udskud og den anden forbundet med stuehuset ved en bindingsværksmur forsynet med en revledør - tillige med den brostensbelagte gårdsplads indrammet af bebyggelsen. Fredet 1994.
Assens;Helnæs Byvej 3;Bogården;1982;1787;Den firelængede gård (stuehuset 1787, udlængerne 1880'erne). Fredet 1982.*
Assens;Helnæsvej 1;Flenstofte;1932;1748;Den trefløjede hovedbygning med foranstående borner (1748 og ca. 1790). Fredet 1932.*
Assens;Hårbyvej 2;Hårbyvej 2;1991;1775;Det sammenbyggede, firelængede gårdanlæg (stuehuset ca. 1775, ombygget med 17 fag ca. 1800, østlængen med suler ca. 1700, sydlængen ca. 1700 og ombygget med grundmur i 1908 og vestlængen ca. 1800 delvis i grundmur 1880) samt den brolagte gårdsplads. Fredet 1991.
Assens;Jørgen Brahesvej 1;Brahesborg;1918;1638-56;Hovedbygning (1638-56, ombygget 1756). Fredet 1918. Hængebroen (1850) med fundamenter i granitkvadre og jordfæster i støbejern. Fredet 1998.*
Assens;Kertevej 56;Kerte Præstegård;1979;1914-15;Stuehuset (1914-15 af Hjalmar Kjær), østlængen (sulebygning ca. 1650) og vestlængen (1876). Fredet 1979.
Assens;Kirke Søbyvej 73;Kirke Søby gamle Degnebolig;1979;1790'erne;Det enetages bindingsværkshus (1790'erne). Fredet 1979.*
Assens;Klaregade 22;Damgård;1989;1800;Den firelængede gård (stuehus ca. 1800, længerne slutn. af 1800-tallet) med brolagt gårdsplads. Fredet 1989.*
Assens;Klaregade 23;Vestfynsk Hjemstavnsgård, Landmålergården;1950;1750;Det firelængede gårdanlæg (nord- og østlængen ca. 1750, vestlænge beg. af 1800-tallet, sydlænge 1826), den vinkelformede udlænge (1700-1900-tallet) og den tilflyttede smedie (1746) og urmagerhuset (1776). Fredet 1950.*
Assens;Klaregade 25;Risagergård;1989;1700-tallet;Bindingsværksstuehuset (slutningen af 1700-tallet). Fredet 1989.
Assens;Korsgade 11;Madam Bundsens Hus;1918;1575;Forhuset (ca. 1575). Fredet 1918.*
Assens;Korsgade 22;Korsgade 22;1954;1600;Gavlhuset (antagelig omkring 1600). Fredet 1954.*
Assens;Krengerupvej 6;Kamgården;1996;1856;Den firelængede bondegård bestående af stuehuset (1856), laden mod syd (1863), stalden mod vest (1865), kampestenslængen mod nord (ca. 1900), portlængen (1866) og gårdspladsen med brostensbelægning. Fredet 1996.
Assens;Krengerupvej 96;Krengerup;1918;1772;Krengerup hovedbygning (1772), avlsgården (1771), hvoraf vestfløjen is een agerumslade, hesteomgangen (ca.1850) tilbygget vestlængen mod vest, de to fritliggende bygninger mod øst, hvoraf bygningen mod syd er en vandmølle (1838), samt gårdspladsen på Krengerup, inklusiv den gennemgående vej mod vest og dennes belægninger umiddelbart nord og syd for avlsgårdens porte. Hertil kommer møllesøen med stensætninger herunder den markstensbelagte rampe til hestevask, det stensatte tilløb under landevejen, den stensatte underjordiske kanal under gårdspladsen, den stensatte sluse med stemmeværk, malerenden og fraløbskanalen med stensætninger ved Krengerup Mølle. Fredet 1918. Udvidet 2007 og 2011.*
Assens;Kærlighedsstien 1;Skydebjerg Præstegård, tidl.;1972;1792;Stuehuset (ca. 1792 med senere tilføjelser), sulebygningen mod nord og den dermed sammenbyggede portlænge i vest (1777). Fredet 1972.*
Assens;Kærvangen 22;Turup Sprøjtehus;1986;1866;Sprøjtehuset (1866). Fredet 1986.
Assens;Ladegårdsgade 1, hj. af Ramsherred;Ladegårdsgade 1;1919;1500-tallet;Forhuset (slutn. af 1500-tallet). Fredet 1919.
Assens;Ladegårdsgade 41;Ladegårdsgade 41;1983;1600;Ladebygningen (ca. 1600, 1700-tallet). Fredet 1983.
Assens;Landevejen 24;Jordløse Præstegård;1918;1734;Det firelængede bygningskompleks (1734 ff., genopført 1982-83 efter brand). Fredet 1918.
Assens;Langgade 29;Flemløse Kirkelade;1950;1950;Kirkeladen (middelalder og senere). Fredet 1950.*
Assens;Lundagervej 27;Sulegården i Grimstrup;1971;1971;Den firelængede gård. Fredet 1971.*
Assens;Mosegårdsvej 3;Mosegård;1996;1847;Den firelængede gård med stuehuset (1847) og de dermed sammenbyggede tre udlænger (syd- og vestlængerne 1855-1880, østlængen 1880), den fritliggende svinestald (1908) samt gårdspladsen med pigstensbelægning. Fredet 1996.*
Assens;Mosegårdsvej 9;Bregneholm;1997;1840;Den firelængede bondegård bestående af det fritliggende stuehus (1840), østlængen (1833), sydlængen (1835, ombygget ca. 1900), vestlængen, den fritliggende kampestenslænge mod sydwest (ca. 1900) og den pigstensbelagte gårdsplads med granittrug. Fredet 1997.*
Assens;Møllebakken 60;Fuglegården;1984;1737;Stuehuset og udlængen (1737) samt gårdspladsen. Fredet 1984.*
Assens;Nordre Havnevej 14 A;Kogehuset på Kogehusmolen;1954;1824;Kogehus (1824, flyttet 1953, genopført 1971). Fredet 1954.
Assens;Nordre Havnevej 19;Toldkammerbygningen;1978;1834;Toldkammerbygningen (1834 af Jørgen Hansen Koch), sidehus og forhus mod Strandgade (1845). Fredet 1978.*
Assens;Nørrelundsvej 2;Solhøj, Aldershvile (tidl.);1950;1840'rne;Hovedbygningen, de to bindingsværksfløje samt de forbindende mure og porte (1840'rne). Fredet 1950.*
Assens;Odensevej 119 A;Øxnebjerg Vindmølle;1964;1859;Vindmøllen (1859). Fredet 1964.*
Assens;Overgade 18;Skaldbjerggård;1996;1860;Den firelængede bondegård bestående af stuehuset, agerumsladen mod nord, svinestalden mod nordøst, vestlængen og hesteomgangen i gården (alle 1860) samt den fritliggende længe vest for gården (1700-tallet). Fredet 1996.
Assens;Prinsevej 51;Spinderhuset;1984;1700-tallet;Det tidl. porthus (beg. af 1700-tallet, ombygget ca. 1875 og 1925). Fredet 1984.*
Assens;Sandhammeren 3;Bågø Fyr;1945;1816;Fyrtårnet (1816). Fredet 1945.*
Assens;Skårupvej 1;Skårup;1984;1800;Den firelængede gård med den brolagte gårdsplads (ca. 1800). Fredet 1984.*
Assens;Slots Allé 1;Hagenskov, Frederiksgave;1918;1744-76;Hovedbygningen (1744-76 af Georg Erdman Rosenberg) og muren omkring parken samt smedien (sidste halvdel af 1700-tallet). Fredet 1918.*
Assens;Slots Allé 26;Hagenskov Slotsmølle;1991;1600-tallet;Den tidl. vandmølle (1600-tallet, forlænget ca. 1750), samt staldlængen i bindingsværk (beg. af 1800-tallet). Fredet 1991.*
Assens;Solevadvej 44;Solevad Vandmølle;1959;1870;Solevad Vandmølle (1870), kværn i nabobygning samt aksel fra møllen hertil, møllesø, stemmeværk og tilløb til møllen (begge 1996), bagvand samt den del af Holmehave Bæk, som løber fra stemmeværk til sammenløbet med møllens bagvand, samt stensatte kanter ved møllesø, tilløb, bagløb og friløb. Fredet 1959. Udvidet 2011.
Assens;Stationsvej 17;Tommerup Station;1992;1883;Hovedbygning (1883 af Thomas Arboe). Fredet 1992.
Assens;Strandbyvej 62 A;Damsbo;1918;1656;Hovedbygningen (1656). Fredet 1918.
Assens;Strandgade 7;Hotel Postgården;1971;1700;Forhuset med tilbygning på gårdsiden (ca. 1700). Fredet 1971.*
Assens;Søbovej 12;Søbo;1979;1720'rne;Den vinkelbyggede hovedbygning (1720'rne, muligvis ombygning af et hus fra 1650'erne). Fredet 1979.*
Assens;Søndersøvej 108;Søndersøvej 108;1990;1810;Det firelængede sammenbyggede gårdanlæg med den sydlige ladetilbygning (før 1810) samt den brolagte gårdsplads. Fredet 1990.
Assens;Søndre Ringvej 4;Assens Station;1992;1884;Hovedbygningen (1884 af N.P. Holsøe). Fredet 1992.*
Assens;Vandværksvej 1;Vandværksvej 1;1990;1800;Den trelængede boelsgård (stuehus beg. af 1800-tallet), brolægningen foran stuehuset samt den grundmurede staldbygning (ca. 1900) og møddingen med kampestensgærdet omkring. Fredet 1990.*
Assens;Voldtoftevej 13;Voldtoftevej 13;1995;1830;Landarbejderhuset (1830). Fredet 1995.
Assens;Voldtoftevej 40;Villumgård;1990;1800;Det sammenbyggede firelængede gårdanlæg med korsarm på stuehuset (ca. 1800) og den brolagte gårdsplads. Fredet 1990.*
Assens;Voldtoftevej 8;Venekærgård;1988;1810-20;Den firelængede gård (1810-20) og gårdspladsen. Fredet 1888.
Assens;Østergade 11;Østergade 11;1919;1500-tallet;Forhuset (1500-tallet). Fredet 1919.
Assens;Østergade 27;Apoteket;1978;1847-48;Hjørnebygningen samt stalden mod Korsgade (1847-48). Fredet 1978.*
Assens;Østergade 36;Willemoesgården;1918;1675;Hjørnehuset (1675). Fredet 1918.*
Assens;Østergade 38 D;Plums Tømmerlade;2003;1915;Den store gule trælade (1915). Fredet 2003.
Assens;Østergade 42;Brydes Gård;1919;1777;Forhuset (1777). Fredet 1919.
Billund;Billundvej 47;Gyttegård;1996;1916;Villaen (1916 af Martin Borch). Fredet 1996.
Bornholm;Almindingsvej 40;Christianshøj Trinbræt;1985;1915;Træpavillonen og den hermed sammenbyggede mindre træbygning (1915-16 af Kay Fisker og Aage Rafn). Fredet 1985.
Bornholm;Arsenalvej 8, tidl;Sønder Allé 24;1954;1689;Kastellet, Rønne. Tårnet, magasinbygningerne og voldanlægget (1689, 1841). Fredet 1954.*
Bornholm;Borgergade 11;Borgergade 11, Svaneke;1954;1861;Det grundmurede femfags hus (1861). Fredet 1954.*
Bornholm;Ferskesøstræde 36;Martin Andersen Nexø's Barndomshjem;1983;1879;Beboelseshuset (1879), udhuset og muren mellem disse. Fredet 1983.*
Bornholm;Gaden 44;Årsdale Mølle;1960;1877;Vindmøllen (1877). Fredet 1960.*
Bornholm;Gl;Rønnevej 1 A (tidl;1947;1700;Rønnevej 1). Vangegemmerhuset, Nexø. Kampestensbygningen (1700-tallet). Fredet 1947.
Bornholm;Godthåbsvej 59B;Østermarie Station;1984;1915;Den tidl. stationsbygning med varehus (1915-16 af Aage Rafn og Kay Fisker). Fredet 1984.*
Bornholm;Gudhjemvej 28-30;Østerlars Præstegård;1990;1836;Det stråtækte trelængede bindingsværksgårdanlæg (1836), den brolagte gårdsplads med pumpebrønd og de to kastanietræer. Fredet 1990.
Bornholm;Jørn Utzons Sti 2 og Hans Thygesensvej 46A;Svaneke Vandtårn og Pumpestation;1990;1952;Vandtårnet (1952 af Jørn Utzon) samt pumpestation. Fredet 1990. Udvidet 2015
Bornholm;Kirkebakken 9;Missionshuset Siloam, Svaneke;2003;1897;Missionshuset (1897). Fredet 2003.
Bornholm;Krystalgade 5;L;1984;1700;Hjorts Terracottafabrik, Rønne. Det nordøstre forhus (mellem 1847 og 1860, kvisten efter 1861), det sydvestre forhus (mellem 1874 og 1882, ombygget og forhøjet efter 1902), det vestre sidehus (1700-tallet), det lange vestre baghus (bindingsværksdelen 1700-tallet, den grundmurede del ca. 1920), det korte baghus (ca. 1920), mellembygningen og det østre sidehus (bagsiden 1800-tallet, gårdsiden før 1900) samt hegnsmuren og porten mod gaden, gårdspladsen og haven med lysthuset og fortovet i Krystalgade. Fredet 1984.*
Bornholm;Købmagergade 33;Amtsgården (tidl.), Nexø;1954;1803;Forhuset (1803). Fredet 1954.*
Bornholm;Laksegade 5;Laksegade 5, Rønne;1954;1850;Forhuset (ca. 1850-1900). Fredet 1954.*
Bornholm;Laksegade 7;Erichsens Gård, Rønne;1919;1807;Forhuset (1807, kvisten fra ca. 1830 og to vestlige fag 1838), havehuset (1815), gårdspladsen med retirade og haven bag forhuset samt de to havemure mod Laksegade. Fredet 1919. Udvidet. 2003.*
Bornholm;Langebjergvej 15;Hammersholm;2013;1700;Stuehuset (1700-tallet, forlænget med fire fag ca. 1833). Fredet 2013.
Bornholm;Lille Madsegade 32-34;Rønne Elværk og Badeanstalt;2015;1910;Rønne Elektricitetsværk og Badeanstalt (1910-12 af Anton Rosen) med senere tilbygninger og den åbne plads mod Lille Madsegade. Fredet 2015*
Bornholm;Marie Kofoedsvej 1, 3 og 5;Etatsrådinde Marie Kofoeds Stiftelse, Rønne;1977;1812;Bindingsværkslængen (1812). Fredet 1977.*
Bornholm;Melsted By 8;Stråhytten, Melsted;1975;1800;Stuehuset (ca. 1800-1850) og røgeriskorstenen (ca. 1880). Fredet 1975.*
Bornholm;Melstedvej 25;Melstedgård;1950;1796;Det firelængede gårdanlæg med tværlænge (stuehuset 1796 og 1865, de øvrige længer 1859-73 og senere). Fredet 1950.*
Bornholm;Melstedvej 25 M (tidl;Møllegade 7 A);1959;1800;Tejn Stubmølle. Stubmøllen (ca. 1800, flyttet 1850 og 2006). Fredet 1959.
Bornholm;Munch Petersens Vej 9;Amtsforvaltergården, Rønne;1985;1847;Vestfløjen (1847-48 af Ferdinand Thielemann). Fredet 1985. (Fredning af midter- og østfløj ophævet 2003.)
Bornholm;Munch Petersensvej 10;Havnesmedjen i Rønne;1973;1735;Havnesmedien (1735).Fredet 1973.
Bornholm;Møllebakken 13;Svaneke Stubmølle;1960;1634;Stubmøllen (1634). Fredet 1960.*
Bornholm;Nexøvej 26;Myreagre Mølle;1971;1865;Vindmøllen (1865). Fredet 1971.
Bornholm;Nexøvej 74 A;Egeby Stubmølle;1964;1784;Stubmøllen (1784).Fredet 1964.*
Bornholm;Nybrovej 33;Østerlars Station;1984;1915;Den tidl. stationsbygning med varehus (1915-16 af Aage Rafn og Kay Fisker). Fredet 1984.
Bornholm;Nybrovej 47;Lille Frigård;1979;;"Den firelængede bindingsværksgård med udbygning mod nord og """"gårdkone"""" samt gårdspladsens brolægning. Fredet 1979. "
Bornholm;Nørrevang 9 C;Svanemøllen, Svaneke;1960;1864;Vindmøllen (1864). Fredet 1960.*
Bornholm;Pilegade 7 B;Missionshuset Menighedshjemmet, Allinge;2003;1889;Missionshuset (1889). Fredet 2003.
Bornholm;Sandgade 1-11 og Store Torvegade 36A-B;Hafniahus;2015;1934;Længen mod vest langs Store Torvegade, vinkelbygningen i Sandgade og haverummet herimellem samt garageanlægget mod nord (1934-37 af Ib Lunding). Fredet 2015*
Bornholm;Segenvej 50;Kyllingemoderen;2013;1929;"Dansepavillonen ""Kyllingemoderen"" (1929 af Ove Petersen). Fredet 2013"
Bornholm;Stationsvej 1;Gudhjem Station (tidl.);1984;1915;Den tidl. stationsbygning (1915-16 af Aage Rafn og Kay Fisker), de to murede piller samt mønsterbrolægningen mellem disse og under perrontaget. Fredet 1984.
Bornholm;Stenbrudsvej 55;Stenbrudsgården, Nexø;1988;1759;Hovedbygningen og sidebygningen, forhaven med sandstensgærder og to elmetræer, de to tøjringssten ved sandstensgærdets yderside samt de to indkørselssten ved hovedbygningens nordgavl (1759 af Jacob Fortling), de to udlænger, den mark- og sandstensbelagte gårdsplads med sandstensbord, brønd og møddingsplads, de tre sandstenssatte brønde i haven med brøndskur af store lodretstående sandstensfliser samt sandstensgærderne og det nærmeste areal omkring bygningerne, brøndene og sandstensgærder. Fredet 1988. Udvidet 1997 og 1998.*
